Fecha;PETROLEO;TS;DÓLAR;S&P
3/2/2022;88,45;25,66;95,379;4477,4
2/2/2022;86,69;25,71;95,935;4589,4
1/2/2022;86,46;25,9;96,375;4546,5
31/1/2022;86,49;24,38;96,537;4515,6
28/1/2022;85,43;24,25;97,266;4431,9
27/1/2022;85,29;24,54;97,242;4326,5
26/1/2022;85,96;24,16;96,4;4349,9
25/1/2022;84,37;23,72;95,928;4356,4
24/1/2022;82,41;22,9;95,901;4410,1
21/1/2022;84,14;23,04;95,636;4397,9
20/1/2022;85,55;23,92;95,725;4482,7
19/1/2022;85,8;24,32;95,5;4532,8
18/1/2022;84,83;24,51;95,723;4577,1
14/1/2022;83,3;23,81;95,161;4662,9
13/1/2022;81,62;22,69;94,775;4659
12/1/2022;82,02;23,17;94,901;4726,4
11/1/2022;80,67;22,96;95,625;4713,1
10/1/2022;77,7;22,18;95,99;4670,3
7/1/2022;78,44;22,42;95,722;4677
6/1/2022;78,88;22,28;96,326;4696,1
5/1/2022;77,47;21,89;96,182;4700,6
4/1/2022;76,74;22,03;96,274;4793,5
3/1/2022;75,85;21,81;96,211;4796,6
31/12/2021;74,88;20,86;95,593;4766,2
30/12/2021;76,61;20,72;95,964;4778,7
29/12/2021;76,18;21,01;95,926;4793,1
28/12/2021;75,6;21,08;96,203;4786,4
27/12/2021;75,18;21,07;96,086;4791,2
23/12/2021;73,42;20,68;95,985;4725,8
22/12/2021;72,33;20,71;96,059;4696,6
21/12/2021;70,82;20,61;96,489;4649,2
20/12/2021;68,61;20,06;96,545;4568
17/12/2021;70,72;20,24;96,548;4620,6
16/12/2021;72,15;20,41;96,015;4668,7
15/12/2021;70,66;20,36;96,482;4709,9
14/12/2021;70,52;20,3;96,538;4634,1
13/12/2021;71,06;20,06;96,345;4669
10/12/2021;71,48;20,44;96,1;4712
9/12/2021;70,79;20,38;96,252;4667,4
8/12/2021;72,18;20,92;95,881;4701,2
7/12/2021;71,84;20,82;96,37;4686,8
6/12/2021;69,3;20,54;96,33;4591,7
3/12/2021;66,1;20,11;96,114;4538,4
2/12/2021;66,27;20,36;96,158;4577,1
1/12/2021;65,37;19,64;96,024;4513
30/11/2021;65,85;19,72;96,007;4567
29/11/2021;69,62;20,11;96,338;4655,3
26/11/2021;67,84;20,5;96,104;4594,6
24/11/2021;77,81;21,54;96,872;4701,5
23/11/2021;77,94;21,58;96,494;4690,7
22/11/2021;76,12;21,22;96,544;4682,9
19/11/2021;75,94;21,36;96,028;4698
18/11/2021;78,41;22,2;95,542;4704,5
17/11/2021;77,55;22,42;95,829;4688,7
16/11/2021;79,74;23,1;95,911;4700,9
15/11/2021;79,75;23,38;95,405;4682,8
12/11/2021;79,69;23,65;95,128;4682,9
11/11/2021;80,42;23,73;95,175;4649,3
10/11/2021;80,06;23,83;94,838;4646,7
9/11/2021;82,56;25,49;93,956;4685,2
8/11/2021;80,74;25,4;94,042;4701,7
5/11/2021;80,13;24,71;94,317;4697,5
4/11/2021;77,7;23,99;94,341;4680,1
3/11/2021;79,57;22,62;93,853;4660,6
2/11/2021;82,44;23,04;94,079;4630,6
1/11/2021;82,45;23,15;93,879;4613,7
29/10/2021;81,78;22,28;94,121;4605,4
28/10/2021;81,46;22,59;93,326;4596,4
27/10/2021;81,48;22,43;93,798;4551,7
26/10/2021;83,36;23,35;93,941;4574,8
25/10/2021;82,61;23,24;93,809;4566,5
22/10/2021;82,5;23,06;93,625;4544,9
21/10/2021;81,36;23,08;93,758;4549,8
20/10/2021;83,42;23,59;93,535;4536,2
19/10/2021;82,44;23,21;93,728;4519,6
18/10/2021;81,69;22,81;93,945;4486,5
15/10/2021;81,73;22,99;93,938;4471,4
14/10/2021;80,77;22,39;93,961;4438,3
13/10/2021;79,82;22,15;94,08;4363,8
12/10/2021;79,92;22,24;94,519;4350,6
11/10/2021;79,92;22,35;94,326;4361,2
8/10/2021;78,76;22,2;94,079;4391,3
7/10/2021;77,96;21,2;94,221;4399,8
6/10/2021;77,06;21,04;94,272;4363,6
5/10/2021;78,57;21,76;93,967;4345,7
4/10/2021;77,33;21,62;93,78;4300,5
1/10/2021;75,58;21,42;94,047;4357
30/9/2021;74,7;21,11;94,24;4307,5
29/9/2021;74,5;20,71;94,353;4359,5
28/9/2021;74,9;20,61;93,78;4352,6
27/9/2021;75,08;20,84;93,381;4443,1
24/9/2021;73,61;20,16;93,335;4455,5
23/9/2021;72,95;20,2;93,03;4449
22/9/2021;71,89;19,65;93,46;4395,6
21/9/2021;70,49;18,98;93,2;4354,2
20/9/2021;70,14;19,09;93,256;4357,7
17/9/2021;71,82;19,57;93,176;4433
16/9/2021;72,37;20,55;92,919;4473,8
15/9/2021;72,33;20,96;92,534;4480,7
14/9/2021;70,23;20,11;92,614;4443,1
13/9/2021;70,19;20,27;92,652;4468,7
10/9/2021;69,47;19,51;92,59;4458,6
9/9/2021;67,92;19,63;92,48;4493,3
8/9/2021;69,05;19,59;92,65;4514,1
7/9/2021;68,13;20,14;92,514;4520
3/9/2021;69,07;20,2;92,033;4535,4
2/9/2021;69,73;20,38;92,228;4536,9
1/9/2021;68,32;20,17;92,449;4524,1
31/8/2021;68,26;20,12;92,635;4522,7
30/8/2021;68,93;20,1;92,652;4528,8
27/8/2021;68,48;20,34;92,694;4509,4
26/8/2021;67,1;19,78;93,078;4470
25/8/2021;68,06;19,76;92,832;4496,2
24/8/2021;67,25;19,76;92,901;4486,2
23/8/2021;65,34;19,49;92,971;4479,5
20/8/2021;62,14;19,02;93,508;4441,7
19/8/2021;63,5;19,32;93,588;4405,8
18/8/2021;65,21;19,82;93,144;4400,3
17/8/2021;66,34;19,89;93,145;4448,1
16/8/2021;67,05;20,17;92,619;4479,7
13/8/2021;68,21;20,46;92,512;4468
12/8/2021;68,9;20,78;93,038;4460,8
11/8/2021;69,02;20,98;92,918;4447,7
10/8/2021;68,06;20,57;93,055;4436,8
9/8/2021;66,3;20,47;92,938;4432,4
6/8/2021;68,1;20,51;92,8;4436,5
5/8/2021;68,74;20,15;92,252;4429,1
4/8/2021;67,79;19,85;92,274;4402,7
3/8/2021;70,03;20,83;92,088;4423,1
2/8/2021;70,61;20,34;92,065;4387,2
30/7/2021;73,23;20,44;92,188;4395,3
29/7/2021;72,98;20,7;91,871;4419,1
28/7/2021;71,79;20,7;92,317;4400,6
27/7/2021;71,14;20,54;92,436;4401,5
26/7/2021;71,34;20,79;92,651;4422,3
23/7/2021;71,38;20,19;92,928;4411,8
22/7/2021;71,14;19,93;92,83;4367,5
21/7/2021;69,57;20,19;92,759;4358,7
20/7/2021;67,2;19,55;92,979;4323,1
19/7/2021;66,35;19,43;92,9;4258,5
16/7/2021;71,56;19,98;92,687;4327,2
15/7/2021;71,38;20,31;92,631;4360
14/7/2021;72,64;20,87;92,405;4374,3
13/7/2021;74,69;20,92;92,759;4369,2
12/7/2021;73,44;21,32;92,256;4384,6
9/7/2021;73,81;21,42;92,116;4369,6
8/7/2021;72,22;20,6;92,406;4320,8
7/7/2021;71,5;20,94;92,645;4358,1
6/7/2021;72,58;21,05;92,543;4343,5
2/7/2021;74,36;22,12;92,413;4352,3
1/7/2021;74,33;22,14;92,594;4319,9
30/6/2021;72,77;21,9;92,431;4297,5
29/6/2021;72,31;21,71;92,041;4291,8
28/6/2021;72,2;21,78;91,876;4290,6
25/6/2021;73,33;22,63;91,844;4280,7
24/6/2021;72,63;22,64;91,795;4266,5
23/6/2021;72,36;22,18;91,785;4241,8
22/6/2021;72,85;22,11;91,751;4246,4
21/6/2021;73,12;22,26;91,881;4224,8
18/6/2021;71,29;21,48;92,209;4166,4
17/6/2021;70,78;22,08;91,873;4221,9
16/6/2021;71,95;22,96;91,208;4223,7
15/6/2021;71,86;23,36;90,502;4246,6
14/6/2021;70,63;23,32;90,475;4255,1
11/6/2021;70,6;23,25;90,55;4247,4
10/6/2021;70,09;23,04;90,078;4239,2
9/6/2021;69,79;23,06;90,121;4219,6
8/6/2021;69,87;23,31;90,076;4227,3
7/6/2021;69,04;23,38;89,946;4226,5
4/6/2021;69,39;23,53;90,133;4229,9
3/6/2021;68,6;23,52;90,501;4192,9
2/6/2021;68,63;23,89;89,901;4208,1
1/6/2021;67,52;23,5;89,819;4202
28/5/2021;66,1;22,91;89,993;4204,1
27/5/2021;66,6;23,05;89,959;4200,9
26/5/2021;65,96;22,5;90,03;4196
25/5/2021;65,79;22,36;89,628;4188,1
24/5/2021;65,78;22,78;89,838;4197,1
21/5/2021;63,36;23,02;90,005;4155,9
20/5/2021;61,94;22,97;89,795;4159,1
19/5/2021;63,35;22,93;90,191;4115,7
18/5/2021;65,5;23,37;89,734;4127,8
17/5/2021;66,28;23,99;90,142;4163,3
14/5/2021;65,36;23,82;90,318;4173,9
13/5/2021;63,84;23,39;90,735;4112,5
12/5/2021;66,1;23,19;90,686;4063
11/5/2021;65,3;23,38;90,124;4152,1
10/5/2021;64,93;23,29;90,185;4188,4
7/5/2021;64,88;23,81;90,216;4232,6
6/5/2021;64,67;23,4;90,936;4201,6
5/5/2021;65,59;23,33;91,293;4167,6
4/5/2021;65,61;22,1;91,275;4164,7
3/5/2021;64,41;22,09;90,927;4192,7
30/4/2021;63,48;21,38;91,27;4181,2
29/4/2021;64,88;21,02;90,593;4211,5
28/4/2021;63,75;22,65;90,593;4183,2
27/4/2021;62,8;21,75;90,892;4186,7
26/4/2021;61,8;22,1;90,78;4187,6
23/4/2021;62,02;21,32;90,839;4180,2
22/4/2021;61,34;21,18;91,321;4135
21/4/2021;61,27;21,62;91,129;4173,4
20/4/2021;62,67;21,42;91,227;4134,9
19/4/2021;63,43;22,09;91,05;4163,3
16/4/2021;63,19;21,97;91,544;4185,5
15/4/2021;63,51;21,81;91,618;4170,4
14/4/2021;63,22;22,6;91,674;4124,7
13/4/2021;60,24;21,54;91,844;4141,6
12/4/2021;59,75;21,56;92,144;4128
9/4/2021;59,35;21,74;92,16;4128,8
8/4/2021;59,63;22,08;92,069;4097,2
7/4/2021;59,81;22,65;92,472;4079,9
6/4/2021;59,37;22,7;92,348;4073,9
5/4/2021;58,68;23,01;92,595;4077,9
1/4/2021;61,48;23,14;92,947;4019,9
31/3/2021;59,18;22,69;93,236;3972,9
30/3/2021;60,56;22,48;93,321;3958,6
29/3/2021;61,53;22,5;92,956;3971,1
26/3/2021;60,96;22,56;92,775;3974,5
25/3/2021;58,57;21,8;92,826;3909,5
24/3/2021;61,16;22,09;92,53;3889,1
23/3/2021;57,78;21,28;92,347;3910,5
22/3/2021;61,56;22,05;91,741;3940,6
19/3/2021;61,44;22,1;91,925;3913,1
18/3/2021;60,06;22,02;91,87;3915,5
17/3/2021;64,63;23,2;91,435;3974,1
16/3/2021;64,86;22,96;91,88;3962,7
15/3/2021;65,44;23,16;91,852;3968,9
12/3/2021;65,64;23,48;91,678;3943,3
11/3/2021;66;23,56;91,418;3939,3
10/3/2021;64,42;23,4;91,828;3898,8
9/3/2021;63,99;22,36;91,964;3875,4
8/3/2021;64,93;23,02;92,334;3821,3
5/3/2021;65,92;23,59;91,99;3841,9
4/3/2021;63,62;22,36;91,644;3768,5
3/3/2021;61,1;21,7;90,942;3819,7
2/3/2021;59,57;21,47;90,79;3870,3
1/3/2021;60,42;21,56;91,036;3901,8
26/2/2021;61,23;20,95;90,882;3811,2
25/2/2021;63,22;21,94;90,135;3829,3
24/2/2021;63;18,76;90,17;3925,4
23/2/2021;61,43;18,17;90,167;3881,4
22/2/2021;61,7;18,35;89,999;3876,5
19/2/2021;59,26;17,48;90,363;3906,7
18/2/2021;60,53;17,25;90,6;3914
17/2/2021;61,16;17,89;90,949;3931,3
16/2/2021;60,08;18,31;90,503;3932,6
12/2/2021;59,38;17,39;90,47;3934,8
11/2/2021;58,14;16,96;90,413;3916,4
10/2/2021;58,57;17,2;90,363;3909,9
9/2/2021;58,25;16,97;90,429;3911,2
8/2/2021;57,83;17,21;90,919;3915,6
5/2/2021;56,7;16,56;91,032;3886,8
4/2/2021;56,07;16,41;91,52;3871,7
3/2/2021;55,54;16,26;91,148;3830,2
2/2/2021;54,62;16,05;91,189;3826,3
1/2/2021;53,42;15,79;90,975;3773,9
29/1/2021;52,08;15,46;90,569;3714,2
